Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
8088,1,3.0,79.80800409895669,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4248,29,3.0,73.85431599323309,45.122852346577794,6.0,3,5.0,1957,0.069660344,B,B,31,6119,4,,1,2,B
5649,6,2.0,53.6965264452508,14.525565550611796,9.0,14,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
7373,83,3.0,63.63513961375336,39.24199726453405,8.0,2,9.0,1977,0.100455735,B,B,43,7227,0,,1,6,A
8539,23,2.0,64.74451338458447,,1.0,17,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6112,1,2.0,65.19901017792873,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
7364,21,1.0,35.382146711689174,18.719459869904536,8.0,2,5.0,1960,0.149666373,B,B,22,4789,2,4087.0,4,1,B
1711,1,2.0,65.93223417201695,66.30371474941171,1.0,14,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6050,67,3.0,69.19386111623265,44.891811254484246,6.0,3,12.0,1978,0.0077202819999999,B,B,38,4788,2,,0,4,B
15692,27,2.0,63.83154155984054,62.857676050096046,1.0,11,17.0,1977,0.051815435,B,B,5,1227,0,,0,0,B
217,80,2.0,59.439562966402455,33.991547282041424,10.0,11,17.0,1989,0.0,B,B,39,8647,0,810.0,0,5,B
3077,27,1.0,37.53558298559148,,1.0,2,19.0,2014,0.211401214,B,B,9,1892,0,,0,1,B
12937,62,2.0,55.43366579612309,57.45252122302357,14.0,11,12.0,2014,0.072157581,B,B,2,629,1,,0,0,A
5988,21,2.0,46.68628452142156,31.22937701663806,5.0,5,5.0,1968,0.194489265,B,B,47,8004,3,125.0,3,5,B
16085,44,1.0,38.862075559132094,23.45930942486473,6.0,9,9.0,1981,0.036122292,B,B,24,4378,0,1036.0,1,1,B
2373,18,2.0,64.30447271246891,35.55090165639562,10.0,4,17.0,1991,0.0,B,B,30,5562,0,,0,5,A
8221,118,1.0,32.79510349292943,18.17452164617292,5.0,9,9.0,1966,0.341071945,B,B,27,5664,48,2300.0,3,11,B
12901,9,1.0,45.56589005792058,18.13823062534218,8.0,11,14.0,1991,0.136244425,B,B,11,2370,0,,0,1,B
5138,45,2.0,63.45023181913682,63.421354321352965,1.0,16,14.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
2797,67,3.0,66.82232441471817,47.27325325875746,7.0,5,12.0,1978,0.100455735,B,B,43,7227,0,,1,6,A
2429,44,3.0,65.76224950166058,46.94310181084354,9.0,12,12.0,1967,0.232205084,B,B,24,4860,1,80.0,0,3,B
10869,23,3.0,78.00188787116683,82.56632217843081,1.0,21,25.0,2015,0.075778755,B,B,6,1437,3,,0,2,B
10693,55,2.0,60.24173288276825,37.22878673213725,10.0,5,17.0,1990,0.041365446,B,B,31,5569,0,,1,4,B
7748,6,3.0,83.62196534271982,,1.0,11,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9894,99,3.0,70.14049589548453,40.221924342602016,9.0,8,16.0,1981,0.033493708,B,B,66,10573,1,1322.0,3,8,B
15984,23,3.0,104.78635538774635,106.73027212936545,1.0,14,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
10359,46,2.0,45.32893674924416,29.148969745306143,6.0,6,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B
1995,176,2.0,56.85560567034372,35.90830314834036,7.0,4,5.0,1961,0.08761909,B,B,8,1497,5,,1,0,B
208,62,2.0,76.04820094749033,,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
14134,30,2.0,64.85408218338243,,1.0,5,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
6977,167,3.0,125.69306341974176,65.28655779437645,24.0,7,34.0,2008,0.050272014,B,B,21,4231,14,1020.0,0,3,B
14869,27,3.0,46.69936040168936,,0.0,23,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
10616,1,2.0,77.46354026700465,,1.0,5,16.0,2017,0.007122317,B,B,1,264,0,,0,1,B
10375,106,1.0,35.575157009667365,17.941608444780602,10.0,19,22.0,2001,0.246031548,B,A,22,3151,4,2715.0,3,3,B
4651,53,3.0,82.55501077461489,,1.0,2,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
4634,22,1.0,42.441934109205775,,0.0,5,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
16693,23,2.0,59.14807324932578,,1.0,15,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
9899,62,2.0,49.0110253989217,31.22859444434388,5.0,6,5.0,1964,0.072157581,B,B,2,629,1,,0,0,A
4110,134,1.0,42.225441521267975,,1.0,16,17.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B
6933,37,2.0,77.16846718175584,36.89155015314615,13.0,4,6.0,2010,0.127811589,B,B,28,7287,5,320.0,1,3,B
7115,34,2.0,84.65505090896272,47.15480450304707,12.0,7,24.0,2014,0.069753361,B,B,53,13670,4,,1,11,B
16789,128,2.0,56.85609336931938,30.515712245388013,8.0,9,14.0,1998,0.041116354,B,B,53,14892,4,,1,4,B
15970,23,2.0,61.06267689044472,,1.0,4,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
9136,7,2.0,41.81509790859385,25.018908817069068,5.0,5,5.0,1962,0.130617806,B,B,39,10418,9,900.0,1,9,B
4015,34,3.0,83.47455489160984,48.17824109183904,8.0,4,12.0,2000,0.069753361,B,B,53,13670,4,,1,11,B
12790,13,3.0,66.69811308735964,46.15708956771432,6.0,9,12.0,1980,0.090799103,B,B,74,19083,2,,5,15,B
7533,66,1.0,16.319014801237355,11.118981039716108,1.0,4,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B
6998,6,2.0,65.23507155845282,33.84909512683275,13.0,9,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
7371,27,2.0,62.8270114526808,59.63789391426993,10.0,10,10.0,2013,0.011654127,B,B,4,915,0,,0,0,B
3685,48,2.0,81.9599702666736,83.0115100254765,11.0,21,25.0,2015,0.041124634,B,B,46,9515,5,,1,10,B
6816,9,3.0,76.0764362284542,74.59121915695859,10.0,16,14.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
13573,61,1.0,46.06281490710816,22.926040179586423,8.0,12,12.0,1980,0.300322518,B,B,52,10311,6,,1,9,B
6321,2,2.0,55.32762909591875,34.627817406454355,8.0,11,14.0,1996,0.309479124,B,B,35,7715,4,990.0,0,6,B
3386,27,2.0,58.45424202659886,,8.0,11,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B
6045,28,2.0,45.21785906144059,26.754449040347986,5.0,9,9.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
16751,74,1.0,54.6141699426221,,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
8317,15,1.0,41.94496466545661,22.95875726295707,7.0,4,12.0,2007,0.158249043,B,B,21,5731,0,,1,0,B
2215,29,2.0,48.0454064451377,32.7759706224307,5.0,3,5.0,1961,0.069660344,B,B,31,6119,4,,1,2,B
3022,83,1.0,42.70103167477756,19.38302869738532,7.0,16,17.0,2000,0.0077202819999999,B,B,38,4788,2,,0,4,B
16208,132,1.0,68.15572730271272,49.10558076640324,7.0,3,16.0,1979,0.306977489,B,B,27,5148,14,1575.0,5,7,B
5399,1,3.0,88.01116413692017,,10.0,18,22.0,2016,0.007122317,B,B,1,264,0,,0,1,B
16045,27,2.0,63.69700999017743,,10.0,14,17.0,2016,0.072157581,B,B,2,629,1,,0,0,A
14931,6,3.0,83.10978716958935,46.51934452818984,12.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2912,118,2.0,44.11645490821999,27.99341729018494,5.0,6,5.0,1963,0.341071945,B,B,27,5664,48,2300.0,3,11,B
5160,58,3.0,93.75628511517036,,1.0,2,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10111,99,2.0,46.57320476140736,29.68657333169928,6.0,11,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
14959,1,2.0,64.11244079029989,1.1811391512455292,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15211,16,3.0,61.54758405181212,46.78559527865676,6.0,7,9.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
624,27,2.0,59.94996365942135,,0.0,15,0.0,1977,0.011654127,B,B,4,915,0,,0,0,B
12946,1,1.0,33.67039691722691,21.68279505825845,6.0,8,9.0,1969,0.036270089,B,B,6,1318,1,200.0,1,1,B
6077,1,1.0,47.569245727689925,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
9152,1,3.0,87.92732662441912,45.85103534318839,10.0,12,16.0,2007,0.025609157,B,B,33,5261,0,240.0,3,1,B
14572,6,3.0,82.78539543057235,,0.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9750,134,2.0,77.03057926969667,42.66732232335127,12.0,5,7.0,1961,0.015016892,B,B,17,3079,59,2890.0,0,8,B
4276,83,2.0,52.12541346590567,33.65406132469541,8.0,5,12.0,1980,0.0077202819999999,B,B,38,4788,2,,0,4,B
3946,1,2.0,68.71477345686311,67.62791460886876,1.0,22,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
11908,101,2.0,42.884858508302095,24.81938440195423,7.0,10,12.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
10552,10,2.0,53.28378809851461,32.472275334318226,8.0,18,17.0,1989,0.089039719,B,B,33,7976,5,,0,11,B
12965,21,1.0,34.65550454916774,19.672020892253045,6.0,7,9.0,1980,0.194489265,B,B,47,8004,3,125.0,3,5,B
16478,25,3.0,82.94840128649076,,1.0,23,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
3930,121,2.0,56.47652340828937,34.04155195419153,8.0,6,12.0,1984,0.212515361,B,B,19,3293,16,628.0,3,7,B
13210,93,2.0,65.97604034541183,38.47489822026113,10.0,7,24.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
15949,3,2.0,52.60057700889544,30.10489740430389,8.0,8,14.0,1993,0.265088676,B,B,37,5288,0,1937.0,3,2,B
15077,134,2.0,61.66440554905768,,1.0,8,1.0,2016,0.212515361,B,B,19,3293,16,628.0,3,7,B
3892,41,2.0,45.98948346494266,32.05267485780537,6.0,6,12.0,1969,0.175054867,B,B,36,10055,3,,1,0,B
3980,52,3.0,87.41156249378744,,1.0,12,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
15289,58,2.0,65.23318019605047,69.88778236415921,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6518,5,2.0,44.54831982063215,31.41346956810533,5.0,11,14.0,1973,0.150817539,B,B,16,3433,4,2643.0,4,5,B
4549,31,2.0,80.54264033432669,35.54959398594974,14.0,5,40.0,2013,0.151346216,B,A,32,5889,10,830.0,4,1,B
5252,23,1.0,36.31437454222571,,6.0,12,12.0,2015,0.034656082,B,B,0,168,0,,0,0,B
52,1,3.0,108.65261535151316,1.6944692117030344,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
10048,3,1.0,34.120234829500674,21.35147351552811,6.0,4,9.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
6064,1,2.0,62.98100732815196,66.22718918039762,0.0,13,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
8819,27,3.0,81.60607368160294,46.13444943790271,10.0,3,17.0,2015,0.011654127,B,B,4,915,0,,0,0,B
2578,103,3.0,64.49517250670618,45.78679809799176,6.0,6,9.0,1968,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
655,23,1.0,43.01731875778312,21.77637071863657,10.0,13,25.0,2013,0.075778755,B,B,6,1437,3,,0,2,B
12798,47,1.0,35.16001098926682,23.22068171653761,6.0,7,9.0,1979,0.101872465,B,B,23,4583,3,,3,3,B
8466,6,2.0,66.27001382580022,,0.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4805,53,3.0,77.01454112011555,48.911926373853206,10.0,13,23.0,1988,0.049637257,B,B,34,7759,0,229.0,1,3,B
1984,99,2.0,46.75801072084518,28.5449634212956,5.0,4,9.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B
5184,46,3.0,69.40003997227386,69.45559284814067,1.0,4,2.0,1977,0.188783766,B,B,31,6137,4,,0,1,B
12234,200,2.0,49.18888768772806,29.6063378353524,6.0,6,5.0,1959,0.0,B,B,33,7425,1,,2,5,B
12699,23,1.0,31.297256502104627,27.415963977478533,1.0,8,1.0,2016,0.034656082,B,B,0,168,0,,0,0,B
15383,61,2.0,44.30863623532426,28.23733450104515,5.0,7,3.0,1961,0.298204575,B,B,16,4048,3,,1,3,B
6526,27,1.0,40.20882930090527,,0.0,9,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
6491,6,3.0,80.52416501091461,40.70104008260464,1.0,6,1.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
14724,146,1.0,40.9583397249237,19.616120390003047,8.0,9,16.0,1981,0.236108458,B,B,16,3893,27,,3,10,B
6543,6,2.0,78.00296983906003,,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4704,160,2.0,52.0086918646788,30.594945724907163,10.0,4,12.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B
1048,1,2.0,65.36283658473874,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
5615,6,2.0,57.66271738856253,36.87998289514661,9.0,7,9.0,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
928,61,2.0,45.54518102738886,30.041336571121988,6.0,6,9.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
14610,26,2.0,77.82818763612575,41.30025075658016,14.0,15,17.0,2015,0.0,B,B,36,6714,2,2672.0,0,2,B
14459,27,1.0,47.80943210174076,47.777381898563135,1.0,14,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
12249,6,1.0,43.28614083958464,,0.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8005,8,3.0,55.184067304702815,40.24913543155645,5.0,3,5.0,1966,0.43788524,B,B,23,5735,3,1084.0,0,5,B
2171,66,2.0,47.87330206990477,30.54999230293039,4.0,3,5.0,1960,0.161975568,B,A,31,7010,5,4508.0,3,7,B
12187,23,2.0,67.02750998541055,,1.0,2,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
87,23,1.0,37.23558744603266,,1.0,5,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
4548,26,1.0,45.121576162958114,20.576724710244697,10.0,21,22.0,2012,0.1363303,B,B,30,6141,10,262.0,3,6,B
3078,6,1.0,41.62266636907175,20.375135662386576,7.0,9,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
14378,2,3.0,78.56146817868941,44.95831529903283,7.0,16,17.0,1972,0.309479124,B,B,35,7715,4,990.0,0,6,B
4149,91,2.0,47.43125670168568,31.96556364234341,5.0,5,5.0,1980,0.000995363,B,B,42,7651,1,,1,5,B
11491,54,1.0,78.18187266850681,75.20390138938626,1.0,1,15.0,2017,0.006076152,B,B,30,5285,0,645.0,6,6,B
3726,161,1.0,52.70849383766689,20.502344662972035,11.0,3,7.0,1911,0.014423114,B,B,19,3806,4,,0,3,B
11005,23,3.0,84.44533637955705,,1.0,16,1.0,2016,0.034656082,B,B,0,168,0,,0,0,B
16166,31,2.0,88.18601207698258,54.253581569612805,16.0,31,40.0,2012,0.151346216,B,A,32,5889,10,830.0,4,1,B
15608,1,2.0,63.56994092179019,,10.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
13453,13,2.0,64.0284445542039,35.12994731406149,10.0,14,22.0,1998,0.090799103,B,B,74,19083,2,,5,15,B
8982,31,4.0,131.7865694218907,73.10774138397294,15.0,9,18.0,2012,0.0,B,B,23,3684,2,,0,4,B
14780,144,2.0,68.07955919996544,35.14832232351565,11.0,4,17.0,2004,0.306977489,B,B,27,5148,14,1575.0,5,7,B
3531,3,1.0,38.052598703234246,22.84464460709457,9.0,5,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
13691,27,1.0,38.990808662488135,36.85458567665953,1.0,4,15.0,2014,0.011654127,B,B,4,915,0,,0,0,B
8603,1,2.0,62.99129525485287,34.24626875310812,10.0,8,22.0,1992,0.025609157,B,B,33,5261,0,240.0,3,1,B
1156,12,3.0,78.05515938083218,45.90856071526697,10.0,12,16.0,1984,0.090799103,B,B,74,19083,2,,5,15,B
13075,101,3.0,77.34014534492799,53.38421356538922,10.0,5,5.0,1959,0.225824954,A,B,41,6558,7,1548.0,3,2,B
14113,27,1.0,33.31821814724473,20.315534772105877,5.0,6,5.0,1981,0.051815435,B,B,5,1227,0,,0,0,B
13459,1,1.0,40.0929429686836,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15777,27,1.0,41.22307894813133,42.426247838899776,1.0,13,17.0,2015,0.011654127,B,B,4,915,0,,0,0,B
11513,1,1.0,37.48405677665481,40.59303648295684,0.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
16596,53,1.0,37.92172578665009,23.00274034493492,6.0,8,9.0,1974,0.313924552,B,B,22,4625,11,3855.0,2,10,B
76,45,2.0,65.46692669064807,63.34006075613018,1.0,22,22.0,2015,0.195781053,B,B,23,5212,6,,3,2,B
4022,27,3.0,58.146896504950845,41.21769778186764,7.0,5,9.0,1979,0.211401214,B,B,9,1892,0,,0,1,B
10350,6,3.0,79.27431299641455,81.63637343610553,10.0,11,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
3308,30,1.0,39.21252608315883,,1.0,15,15.0,2018,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
10908,75,3.0,57.702591993747546,38.033938261289066,5.0,3,9.0,1976,0.307466659,B,A,30,5048,9,325.0,2,5,B
3555,93,2.0,58.24019529818271,33.757580221080296,9.0,13,24.0,2014,0.050900058,B,B,43,10621,1,30.0,2,3,B
8065,9,1.0,46.99659303712546,25.320497206595466,8.0,13,12.0,1978,0.13012277,B,B,8,1986,0,,0,0,B
4538,28,2.0,47.626655728883456,27.797065814631985,6.0,4,9.0,1976,0.428825818,B,B,25,5011,8,730.0,0,2,B
6886,155,1.0,33.07777294208548,17.98219482650871,7.0,7,12.0,1972,0.042307271,B,B,17,2810,9,4849.0,3,6,B
3001,140,1.0,34.93945068699387,18.416924574163826,6.0,4,5.0,1961,0.23861713,B,B,26,3889,6,705.0,3,6,B
8469,167,3.0,50.90270728796192,33.92377006433001,5.0,4,5.0,1956,0.050272014,B,B,21,4231,14,1020.0,0,3,B
12398,32,3.0,65.51255803370036,45.15210020116864,7.0,5,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
3528,9,2.0,60.72022967076947,36.68971084897032,10.0,16,17.0,1992,0.13012277,B,B,8,1986,0,,0,0,B
16292,47,1.0,46.07429443193083,21.12862194632736,8.0,7,14.0,2007,0.101872465,B,B,23,4583,3,,3,3,B
14661,27,2.0,67.47021920374242,32.28464194468871,1.0,5,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
7264,27,3.0,47.6455506446457,,0.0,26,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4134,9,3.0,66.99652234085981,41.69985846886339,8.0,6,12.0,1980,0.136244425,B,B,11,2370,0,,0,1,B
2158,27,2.0,65.64769300184166,60.727850739324296,1.0,8,17.0,2017,0.011654127,B,B,4,915,0,,0,0,B
2681,27,1.0,43.741749881398135,,1.0,5,17.0,2016,0.211401214,B,B,9,1892,0,,0,1,B
11174,6,1.0,81.72292744471572,2.009251247662834,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3249,70,1.0,36.04589052068201,21.59877795600963,7.0,8,9.0,1974,0.002211665,B,B,39,7614,3,,1,5,A
9073,6,1.0,38.52108688308654,,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1139,6,2.0,63.5173347059491,,1.0,25,25.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
10974,48,1.0,33.427204975067575,33.76153207029844,9.0,5,22.0,1987,0.041124634,B,B,46,9515,5,,1,10,B
1318,161,2.0,63.05582280028228,39.44425864541748,10.0,18,20.0,2013,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
11672,69,2.0,56.98516272366658,32.460362286705035,9.0,7,17.0,2005,0.000991363,B,B,33,6783,3,,1,9,B
14715,71,3.0,84.42306715375352,53.18829804902927,11.0,9,25.0,2008,0.033493708,B,B,66,10573,1,1322.0,3,8,B
11319,58,2.0,62.3646995071319,34.54200383382101,12.0,2,10.0,2003,0.31019913,B,B,11,2748,1,,0,0,B
3081,179,2.0,51.41634476261211,34.18658068196778,9.0,8,12.0,1969,0.037316452,B,B,32,6748,93,562.0,4,10,B
15628,3,1.0,36.91072424867664,19.40559485377884,7.0,3,12.0,1976,0.050900058,B,B,43,10621,1,30.0,2,3,B
7289,23,2.0,57.14586526010635,,1.0,10,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
11427,23,2.0,47.362594939138965,49.55439382950404,10.0,14,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
13831,6,2.0,65.98806791340026,60.24258345323662,1.0,18,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
10694,23,2.0,54.24733604358449,,1.0,9,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
4485,13,1.0,39.185108673316826,20.403369510599564,8.0,11,16.0,2002,0.133215333,B,B,49,11395,3,1406.0,3,4,A
16449,94,1.0,41.44729547397949,23.919446956212237,8.0,15,14.0,1993,0.521867054,B,B,25,6149,0,,0,0,B
5299,96,3.0,82.53705150415196,48.58235360588142,10.0,4,14.0,2004,0.041116354,B,B,53,14892,4,,1,4,B
1474,74,1.0,48.03187756107896,,0.0,7,0.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
15765,91,1.0,38.85125226373292,23.05349314082528,9.0,4,12.0,1971,0.333891544,B,B,30,6564,1,,0,0,B
11914,26,3.0,72.3710925412428,47.2670315130109,10.0,2,17.0,2000,0.0,B,B,36,6714,2,2672.0,0,2,B
13621,3,2.0,41.23555102490317,22.60174922595389,6.0,4,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
266,27,1.0,46.71832081226327,2.8796712638818147,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
10588,113,2.0,71.82875388902875,35.714191403901594,10.0,6,22.0,2004,0.050755569,B,B,24,5469,1,145.0,0,1,B
9831,62,3.0,55.68532164582656,34.42862814427498,6.0,4,9.0,1980,0.037177818,B,B,52,11217,1,2300.0,1,7,B
13160,138,2.0,45.30204566036601,30.67973834553045,6.0,1,5.0,1966,0.014423114,B,B,19,3806,4,,0,3,B
10988,67,1.0,32.90998121937015,18.307198788505318,7.0,10,12.0,1978,0.100455735,B,B,43,7227,0,,1,6,A
10208,11,3.0,59.28946961032725,44.665537148171474,5.0,5,5.0,1964,0.038692987,B,B,28,6533,1,1015.0,2,5,B
9314,124,2.0,43.81262188608829,25.455828228739005,6.0,11,12.0,1968,0.122090347,B,B,29,6566,7,1894.0,4,0,B
13464,161,2.0,35.90870976308535,21.62731584711248,6.0,5,9.0,1972,0.014423114,B,B,19,3806,4,,0,3,B
2691,187,1.0,39.38972933150303,22.96778866761227,7.0,9,12.0,2000,0.041116354,B,B,53,14892,4,,1,4,B
11051,21,3.0,84.16554795996831,48.98022269362568,10.0,8,16.0,1981,0.194489265,B,B,47,8004,3,125.0,3,5,B
7840,46,3.0,77.54370827287322,52.90704362724434,9.0,4,4.0,1962,0.188783766,B,B,31,6137,4,,0,1,B
15521,72,3.0,67.61670453550299,40.21576540180365,8.0,9,9.0,1977,0.210473241,B,B,11,2398,2,1994.0,3,0,B
8236,48,2.0,80.6137132884967,82.49179856169965,1.0,20,1.0,2014,0.041124634,B,B,46,9515,5,,1,10,B
450,27,2.0,66.23566238810594,,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3162,94,3.0,60.16070169698512,45.10268597647149,5.0,3,9.0,1970,0.282797669,B,B,33,8667,2,,0,6,B
4604,96,1.0,38.368223090416,19.93197444209955,8.0,11,17.0,1996,0.041116354,B,B,53,14892,4,,1,4,B
3576,121,3.0,78.98523475549227,49.73110360218611,10.0,3,14.0,1998,0.212515361,B,B,19,3293,16,628.0,3,7,B
15208,184,3.0,125.53817797753705,126.4730348064992,1.0,8,6.0,2014,0.246623602,B,B,14,2940,45,,3,6,B
1580,4,3.0,66.88700413597114,39.40710929174745,5.0,3,5.0,1930,0.042031587,B,B,37,6856,84,1940.0,2,5,B
5923,98,1.0,38.6566738530624,19.604756428202958,7.0,10,17.0,2008,0.195781053,B,B,23,5212,6,,3,2,B
12679,43,4.0,90.754032438659,64.51042776180995,7.0,5,5.0,1929,0.212515361,B,B,19,3293,16,628.0,3,7,B
5013,57,2.0,63.028650824145686,36.11260435755962,12.0,3,12.0,2003,0.090799103,B,B,74,19083,2,,5,15,B
143,63,3.0,74.72740474286606,45.71902012369876,10.0,4,17.0,1999,0.23861713,B,B,26,3889,6,705.0,3,6,B
6445,192,3.0,63.118448260727455,44.97807245512867,8.0,4,8.0,1961,0.225824954,A,B,41,6558,7,1548.0,3,2,B
11373,6,3.0,81.86683460288094,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4819,31,3.0,61.22696118742204,49.0405886972996,5.0,4,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B
193,31,1.0,37.672993658950574,20.50293596531191,9.0,8,14.0,1975,0.0,B,B,23,3684,2,,0,4,B
8675,19,2.0,42.96354767451199,27.978376872571165,5.0,5,5.0,1964,0.309479124,B,B,35,7715,4,990.0,0,6,B
1165,27,1.0,2.3721005040841523,1.8991192070089515,1.0,2,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
764,23,2.0,64.84457592399487,63.53210620373582,1.0,12,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
5894,53,1.0,40.40398925345367,,1.0,21,22.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
7741,94,1.0,42.65741952156207,22.5057685643746,10.0,17,22.0,1995,0.282797669,B,B,33,8667,2,,0,6,B
16737,37,1.0,40.93623001391845,22.130099039083067,7.0,11,17.0,2006,0.178916796,B,B,18,3594,4,192.0,1,5,B
11623,99,2.0,55.706308633171695,34.89759724477784,9.0,14,14.0,1998,0.033493708,B,B,66,10573,1,1322.0,3,8,B
10168,58,1.0,52.11562251563713,,0.0,8,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10486,6,1.0,42.5163353717777,,7.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9571,124,2.0,49.97217545959135,29.37315855026452,5.0,8,14.0,1976,0.16909109,B,B,19,3856,10,,2,5,B
9473,27,2.0,57.02175248870378,,1.0,10,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
12525,31,1.0,37.29237442322599,17.440489394353072,5.0,5,5.0,1962,0.151346216,B,A,32,5889,10,830.0,4,1,B
487,52,2.0,55.35756440221504,,1.0,18,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
1359,6,2.0,60.072328057408654,,15.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
5553,22,3.0,80.68829375466234,,1.0,7,1.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
